,a,id,customer_index,date,quantity,monetary
1841,1841,6551,620,1997-01-26,1,14.96
1842,1842,6559,621,1997-01-26,2,19.95
1843,1843,6559,621,1997-03-22,1,19.99
1844,1844,6574,622,1997-01-26,1,15.76
1845,1845,6579,623,1997-01-26,1,27.77
1846,1846,6579,623,1997-07-12,1,13.97
1847,1847,6601,624,1997-01-26,5,73.95
1848,1848,6606,625,1997-01-26,4,57.85
1849,1849,6606,625,1997-03-14,3,46.08
1850,1850,6606,625,1997-04-10,2,29.98
1851,1851,6606,625,1997-04-14,1,19.99
1852,1852,6615,626,1997-01-26,1,14.37
1853,1853,6631,627,1997-01-26,2,24.98
1854,1854,6645,628,1997-01-26,1,9.77
1855,1855,6662,629,1997-01-26,1,15.36
1856,1856,6686,630,1997-01-26,3,28.11
1857,1857,6686,630,1997-09-23,2,18.98
1858,1858,6686,630,1997-12-08,4,43.96
1859,1859,6686,630,1998-03-29,2,27.98
1860,1860,6702,631,1997-01-26,1,13.97
1861,1861,6717,632,1997-01-26,1,14.37
1862,1862,6729,633,1997-01-26,1,12.77
1863,1863,6729,633,1997-02-14,5,75.2
1864,1864,6733,634,1997-01-26,1,14.99
1865,1865,6760,635,1997-01-26,5,53.29
1866,1866,6781,636,1997-01-26,1,15.36
1867,1867,1117,637,1997-01-27,1,14.96
1868,1868,2337,638,1997-01-27,2,9.98
1869,1869,6682,639,1997-01-27,3,73.97
1870,1870,6797,640,1997-01-27,1,15.36
1871,1871,6799,641,1997-01-27,4,50.54
1872,1872,6799,641,1997-02-16,3,39.32
1873,1873,6799,641,1997-07-05,4,56.07
1874,1874,6799,641,1997-08-02,2,24.73
1875,1875,6799,641,1997-10-19,3,41.97
1876,1876,6799,641,1997-11-02,3,40.97
1877,1877,6799,641,1998-02-08,8,111.3
1878,1878,6799,641,1998-03-26,1,10.99
1879,1879,6799,641,1998-04-11,1,12.99
1880,1880,6799,641,1998-06-23,2,45.98
1881,1881,6819,642,1997-01-27,1,6.79
1882,1882,6821,643,1997-01-27,2,29.33
1883,1883,6821,643,1997-02-13,1,18.36
1884,1884,6821,643,1997-02-28,3,28.14
1885,1885,6821,643,1997-06-27,1,7.78
1886,1886,6821,643,1997-08-14,1,6.77
1887,1887,6838,644,1997-01-27,4,165.07
1888,1888,6838,644,1998-01-27,1,11.88
1889,1889,6854,645,1997-01-27,1,14.37
1890,1890,6854,645,1998-01-13,2,32.98
1891,1891,6854,645,1998-05-11,1,16.99
1892,1892,6869,646,1997-01-27,1,11.77
1893,1893,6892,647,1997-01-27,2,24.74
1894,1894,6898,648,1997-01-27,2,29.73
1895,1895,6898,648,1997-02-07,1,9.98
1896,1896,6898,648,1997-04-18,1,13.97
1897,1897,6898,648,1997-11-14,1,10.49
1898,1898,6898,648,1997-12-23,1,10.49
1899,1899,6918,649,1997-01-27,1,13.97
1900,1900,6918,649,1997-03-28,1,15.36
1901,1901,6918,649,1998-01-28,1,14.49
1902,1902,6918,649,1998-02-01,1,15.49
1903,1903,6918,649,1998-02-17,1,15.49
1904,1904,6918,649,1998-04-16,3,44.47
1905,1905,6931,650,1997-01-27,1,21.37
1906,1906,6931,650,1997-03-13,2,29.33
1907,1907,6931,650,1998-03-21,2,22.48
1908,1908,6934,651,1997-01-27,1,36.99
1909,1909,6934,651,1997-10-30,4,52.46
1910,1910,6934,651,1997-11-25,2,28.48
1911,1911,6955,652,1997-01-27,1,9.77
1912,1912,6967,653,1997-01-27,2,28.74
1913,1913,6983,654,1997-01-27,1,14.37
1914,1914,6993,655,1997-01-27,1,11.77
1915,1915,6993,655,1997-01-30,1,14.37
1916,1916,6993,655,1997-02-26,1,14.37
1917,1917,6993,655,1997-07-27,7,76.79
1918,1918,6993,655,1997-08-07,3,26.83
1919,1919,6993,655,1997-09-02,2,14.58
1920,1920,6999,656,1997-01-27,2,31.52
1921,1921,6999,656,1997-03-09,1,11.77
1922,1922,7001,657,1997-01-27,4,61.05
1923,1923,7001,657,1998-03-26,5,77.45
1924,1924,7017,658,1997-01-27,3,37.03
1925,1925,7021,659,1997-01-27,2,28.47
1926,1926,7021,659,1997-03-18,2,26.73
1927,1927,7024,660,1997-01-27,6,70.83
1928,1928,7024,660,1997-03-20,3,28.86
1929,1929,7024,660,1997-03-26,1,19.3
1930,1930,7037,661,1997-01-27,2,31.32
1931,1931,7037,661,1997-09-20,1,12.99
1932,1932,7040,662,1997-01-27,2,24.74
1933,1933,7050,663,1997-01-27,2,23.98
1934,1934,7071,664,1997-01-27,2,23.54
1935,1935,7093,665,1997-01-27,1,11.77
1936,1936,7093,665,1998-05-09,1,5.49
1937,1937,6131,666,1997-01-28,1,44.77
1938,1938,6131,666,1997-06-23,4,52.47
1939,1939,6912,667,1997-01-28,1,5.78
1940,1940,7102,668,1997-01-28,3,31.93
1941,1941,7102,668,1997-02-18,2,27.13
1942,1942,7102,668,1997-02-24,2,19.75
1943,1943,7102,668,1997-02-25,3,44.32
1944,1944,7102,668,1997-04-03,3,53.09
1945,1945,7102,668,1997-04-18,3,42.9
1946,1946,7102,668,1997-04-22,2,30.72
1947,1947,7102,668,1997-05-11,1,14.96
1948,1948,7102,668,1997-09-20,1,2.99
1949,1949,7104,669,1997-01-28,3,42.9
1950,1950,7104,669,1997-02-28,3,54.71
1951,1951,7112,670,1997-01-28,1,28.99
1952,1952,7120,671,1997-01-28,2,28.76
1953,1953,7120,671,1997-02-08,1,15.96
1954,1954,7120,671,1997-04-24,4,57.06
1955,1955,7120,671,1997-07-01,2,27.94
1956,1956,7120,671,1997-07-08,1,16.36
1957,1957,7120,671,1997-07-25,1,28.97
1958,1958,7120,671,1997-08-21,3,72.89
1959,1959,7120,671,1997-10-11,2,25.98
1960,1960,7120,671,1997-12-20,1,12.99
1961,1961,7120,671,1998-04-25,3,45.47
1962,1962,7122,672,1997-01-28,1,15.36
1963,1963,7122,672,1997-03-26,3,34.11
1964,1964,7130,673,1997-01-28,5,84.83
1965,1965,7130,673,1997-02-04,1,13.97
1966,1966,7130,673,1997-02-24,2,26.33
1967,1967,7130,673,1998-01-30,4,61.96
1968,1968,7130,673,1998-02-12,4,55.04
1969,1969,7130,673,1998-03-17,4,75.96
1970,1970,7130,673,1998-05-31,4,70.45
1971,1971,7136,674,1997-01-28,2,32.29
1972,1972,7148,675,1997-01-28,3,45.89
1973,1973,7148,675,1997-02-07,3,96.93
1974,1974,7148,675,1997-06-20,2,21.74
1975,1975,7148,675,1997-07-24,2,37.73
1976,1976,7148,675,1997-07-24,4,54.96
1977,1977,7148,675,1997-11-10,2,34.48
1978,1978,7148,675,1997-12-09,7,108.43
1979,1979,7152,676,1997-01-28,5,69.47
1980,1980,7152,676,1997-02-15,6,87.27
1981,1981,7152,676,1997-03-12,3,39.9
1982,1982,7152,676,1997-04-08,1,14.96
1983,1983,7152,676,1997-05-05,8,113.35
1984,1984,7152,676,1997-06-11,5,86.43
1985,1985,7152,676,1997-07-08,10,134.09
1986,1986,7158,677,1997-01-28,3,58.31
1987,1987,7162,678,1997-01-28,1,6.79
1988,1988,7162,678,1997-06-20,1,14.96
1989,1989,7180,679,1997-01-28,1,5.99
1990,1990,7186,680,1997-01-28,2,31.35
1991,1991,7186,680,1997-03-12,2,26.96
1992,1992,7186,680,1997-05-22,2,30.32
1993,1993,7193,681,1997-01-28,1,15.36
1994,1994,7193,681,1997-02-07,1,29.77
1995,1995,7193,681,1997-02-10,1,14.37
1996,1996,7193,681,1997-04-09,1,13.97
1997,1997,7193,681,1997-05-26,1,14.37
1998,1998,7193,681,1997-07-23,2,13.76
1999,1999,7193,681,1997-11-03,1,12.49
2000,2000,7193,681,1998-01-31,1,7.49
2001,2001,7193,681,1998-03-17,3,38.86
2002,2002,7193,681,1998-03-25,2,34.86
2003,2003,7193,681,1998-04-21,3,38.86
2004,2004,7193,681,1998-05-01,1,11.18
2005,2005,7193,681,1998-05-04,1,15.49
2006,2006,7198,682,1997-01-28,2,28.74
2007,2007,7204,683,1997-01-28,1,12.49
2008,2008,7204,683,1997-08-12,1,10.77
2009,2009,7216,684,1997-01-28,2,31.54
2010,2010,7231,685,1997-01-28,1,24.99
2011,2011,7244,686,1997-01-28,1,14.96
2012,2012,7260,687,1997-01-28,2,27.94
2013,2013,7276,688,1997-01-28,1,19.99
2014,2014,7288,689,1997-01-28,1,11.77
2015,2015,7294,690,1997-01-28,1,21.7
2016,2016,7294,690,1997-06-09,2,29.92
2017,2017,7294,690,1998-03-13,3,34.8
2018,2018,7305,691,1997-01-28,1,15.39
2019,2019,7305,691,1997-03-11,2,21.54
2020,2020,7313,692,1997-01-28,2,32.6
2021,2021,7323,693,1997-01-28,2,18.95
2022,2022,7323,693,1997-02-11,2,25.56
2023,2023,7323,693,1997-02-15,1,15.36
2024,2024,7323,693,1997-03-16,3,46.08
2025,2025,7323,693,1997-03-18,1,26.99
2026,2026,7323,693,1997-03-23,2,29.92
2027,2027,7323,693,1997-03-23,1,15.36
2028,2028,7323,693,1997-03-28,2,31.78
2029,2029,7323,693,1997-04-13,4,58.85
2030,2030,7323,693,1997-04-20,3,56.97
2031,2031,7323,693,1997-05-04,5,83.42
2032,2032,7323,693,1997-05-13,4,55.32
2033,2033,7323,693,1997-06-15,4,55.65
2034,2034,7323,693,1997-09-09,1,7.49
2035,2035,7323,693,1997-09-26,4,42.96
2036,2036,7323,693,1998-01-07,4,90.96
2037,2037,7323,693,1998-01-19,1,14.49
2038,2038,7323,693,1998-02-22,4,43.85
2039,2039,7323,693,1998-02-22,1,15.49
2040,2040,7323,693,1998-02-24,3,47.97
2041,2041,7323,693,1998-02-25,1,11.88
2042,2042,7323,693,1998-03-22,2,31.98
2043,2043,7330,694,1997-01-28,1,16.36
2044,2044,7361,695,1997-01-28,2,36.48
2045,2045,7367,696,1997-01-28,1,22.99
2046,2046,7367,696,1997-02-22,1,24.99
2047,2047,2944,697,1997-01-29,1,14.96
2048,2048,2944,697,1997-03-10,2,30.33
2049,2049,2944,697,1997-04-06,1,14.96
2050,2050,2944,697,1997-07-29,1,14.96
2051,2051,6075,698,1997-01-29,1,3.99
2052,2052,6296,699,1997-01-29,2,27.13
2053,2053,6296,699,1997-01-30,1,11.77
2054,2054,6296,699,1997-02-05,1,11.77
2055,2055,6296,699,1997-02-20,1,14.37
2056,2056,6296,699,1997-05-06,1,11.77
2057,2057,6296,699,1997-05-10,2,36.41
2058,2058,6296,699,1998-03-14,2,19.98
2059,2059,6296,699,1998-05-28,1,11.49
2060,2060,7292,700,1997-01-29,3,36.97
2061,2061,7292,700,1998-01-11,2,38.98
2062,2062,7375,701,1997-01-29,1,15.36
2063,2063,7375,701,1997-05-15,1,14.96
2064,2064,7375,701,1997-05-31,2,26.14
2065,2065,7375,701,1997-10-25,1,12.99
2066,2066,7375,701,1997-11-12,1,12.99
2067,2067,7384,702,1997-01-29,7,104.17
2068,2068,7384,702,1997-07-08,9,128.89
2069,2069,7386,703,1997-01-29,1,13.99
2070,2070,7401,704,1997-01-29,2,33.13
2071,2071,7409,705,1997-01-29,1,12.97
2072,2072,7409,705,1997-04-17,1,11.78
2073,2073,7422,706,1997-01-29,1,21.99
2074,2074,7449,707,1997-01-29,1,11.77
2075,2075,7449,707,1997-02-26,2,37.75
2076,2076,7460,708,1997-01-29,1,14.79
2077,2077,7460,708,1997-02-02,2,29.58
2078,2078,7462,709,1997-01-29,1,12.49
2079,2079,7484,710,1997-01-29,2,25.76
2080,2080,7500,711,1997-01-29,1,19.99
2081,2081,7512,712,1997-01-29,2,9.98
2082,2082,7512,712,1997-02-09,2,30.92
2083,2083,7512,712,1997-05-30,2,29.92
2084,2084,7512,712,1997-07-05,1,14.37
2085,2085,7512,712,1997-08-31,1,14.96
2086,2086,7512,712,1998-04-18,2,29.36
2087,2087,7513,713,1997-01-29,1,14.7
2088,2088,7513,713,1997-02-11,1,14.7
2089,2089,7513,713,1997-02-14,2,9.58
2090,2090,7513,713,1997-02-23,1,14.96
2091,2091,7513,713,1997-03-24,2,25.74
2092,2092,7513,713,1997-08-15,1,15.36
2093,2093,7513,713,1997-09-21,1,17.49
2094,2094,7513,713,1998-03-24,2,24.48
2095,2095,7513,713,1998-04-29,2,29.98
2096,2096,7513,713,1998-05-27,2,24.48
2097,2097,7513,713,1998-06-25,1,17.49
2098,2098,7513,713,1998-06-28,1,11.49
2099,2099,7517,714,1997-01-29,2,30.36
2100,2100,7517,714,1997-02-10,1,14.37
2101,2101,7536,715,1997-01-29,5,80.26
2102,2102,7536,715,1997-02-20,4,50.27
2103,2103,7536,715,1997-04-07,4,50.27
2104,2104,7540,716,1997-01-29,2,27.13
2105,2105,7540,716,1998-03-11,4,51.13
2106,2106,7540,716,1998-06-24,4,56.46
2107,2107,7561,717,1997-01-29,1,14.96
2108,2108,7561,717,1998-02-19,1,17.99
2109,2109,7561,717,1998-03-05,1,15.49
2110,2110,7572,718,1997-01-29,2,35.34
2111,2111,7572,718,1997-03-10,1,14.96
2112,2112,7572,718,1997-04-23,1,13.97
2113,2113,7572,718,1998-04-17,2,24.46
2114,2114,7579,719,1997-01-29,4,67.47
2115,2115,7587,720,1997-01-29,1,11.77
2116,2116,7587,720,1997-01-30,1,14.37
2117,2117,7587,720,1997-02-01,1,9.77
2118,2118,7587,720,1997-02-23,1,11.77
2119,2119,7587,720,1997-04-16,1,14.37
2120,2120,7587,720,1997-05-05,1,14.96
2121,2121,7587,720,1997-05-23,1,15.96
2122,2122,7587,720,1997-09-30,1,20.99
2123,2123,7587,720,1997-11-29,1,12.99
2124,2124,7601,721,1997-01-29,1,15.36
2125,2125,7618,722,1997-01-29,1,6.79
2126,2126,7636,723,1997-01-29,4,57.09
2127,2127,7647,724,1997-01-29,2,26.14
2128,2128,7661,725,1997-01-29,2,27.13
2129,2129,7674,726,1997-01-29,2,30.15
2130,2130,7674,726,1997-05-08,6,79.01
2131,2131,7674,726,1997-06-06,2,51.53
2132,2132,7674,726,1997-06-20,1,13.97
2133,2133,7675,727,1997-01-29,2,30.13
2134,2134,7691,728,1997-01-29,1,14.37
2135,2135,7691,728,1997-02-06,2,25.74
2136,2136,7691,728,1997-02-17,3,43.3
2137,2137,7691,728,1997-03-11,4,63.86
2138,2138,7691,728,1997-04-14,8,86.27
2139,2139,7691,728,1997-05-28,9,93.24
2140,2140,7694,729,1997-01-29,2,24.94
2141,2141,3268,730,1997-01-30,1,16.99
2142,2142,3268,730,1997-04-07,1,11.77
2143,2143,3268,730,1997-04-14,1,11.77
2144,2144,5067,731,1997-01-30,3,41.5
2145,2145,5067,731,1997-03-03,1,18.76
2146,2146,5067,731,1998-03-09,2,9.48
2147,2147,5067,731,1998-03-18,2,29.98
2148,2148,5722,732,1997-01-30,3,39.51
2149,2149,5722,732,1997-03-16,2,39.74
2150,2150,5722,732,1997-08-29,3,36.71
2151,2151,5722,732,1997-09-23,3,35.97
2152,2152,5722,732,1997-10-28,3,25.47
2153,2153,7442,733,1997-01-30,1,15.36
2154,2154,7520,734,1997-01-30,1,14.96
2155,2155,7710,735,1997-01-30,2,20.54
2156,2156,7726,736,1997-01-30,3,32.24
2157,2157,7726,736,1997-10-22,12,201.88
2158,2158,7745,737,1997-01-30,1,6.79
2159,2159,7764,738,1997-01-30,2,44.98
2160,2160,7772,739,1997-01-30,2,28.94
2161,2161,7772,739,1997-05-03,1,12.49
2162,2162,7772,739,1998-02-27,2,24.07
2163,2163,7780,740,1997-01-30,1,11.77
2164,2164,7795,741,1997-01-30,2,28.73
2165,2165,7795,741,1997-07-23,1,14.96
2166,2166,7795,741,1998-05-05,2,24.87
2167,2167,7800,742,1997-01-30,1,5.98
2168,2168,7811,743,1997-01-30,1,14.37
2169,2169,7811,743,1997-11-21,1,14.49
2170,2170,7811,743,1997-12-29,1,14.49
2171,2171,7811,743,1998-02-26,1,12.58
2172,2172,7830,744,1997-01-30,2,40.73
2173,2173,7838,745,1997-01-30,1,7.98
2174,2174,7838,745,1997-04-21,1,17.7
2175,2175,7838,745,1997-05-11,1,15.96
2176,2176,7838,745,1997-10-08,2,15.98
2177,2177,7838,745,1998-01-03,1,13.99
2178,2178,7847,746,1997-01-30,1,19.98
2179,2179,7856,747,1997-01-30,6,90.41
2180,2180,7856,747,1997-04-28,2,70.13
2181,2181,7856,747,1997-12-12,17,238.33
2182,2182,7856,747,1998-03-09,11,152.46
2183,2183,7856,747,1998-05-08,8,99.16
2184,2184,7867,748,1997-01-30,1,11.77
2185,2185,7881,749,1997-01-30,2,39.98
2186,2186,7889,750,1997-01-30,1,12.49
2187,2187,7889,750,1997-03-21,1,6.79
2188,2188,7901,751,1997-01-30,2,32.48
2189,2189,7901,751,1997-02-11,1,162.99
2190,2190,7901,751,1997-03-03,4,81.95
2191,2191,7901,751,1997-03-24,1,28.7
2192,2192,7901,751,1997-03-31,1,29.9
2193,2193,7901,751,1997-04-05,1,13.97
2194,2194,7901,751,1997-05-20,4,155.8
2195,2195,7901,751,1997-07-20,1,9.77
2196,2196,7901,751,1997-07-25,3,49.9
2197,2197,7901,751,1997-08-19,5,74.21
2198,2198,7901,751,1997-08-23,1,15.36
2199,2199,7901,751,1997-10-30,5,132.95
2200,2200,7901,751,1997-11-04,6,107.44
2201,2201,7916,752,1997-01-30,1,15.36
2202,2202,7937,753,1997-01-30,2,54.98
2203,2203,7948,754,1997-01-30,1,16.0
2204,2204,7960,755,1997-01-30,1,19.99
2205,2205,7967,756,1997-01-30,1,16.36
2206,2206,7967,756,1997-02-04,1,11.97
2207,2207,7967,756,1997-03-29,1,14.96
2208,2208,7967,756,1997-05-25,1,12.97
2209,2209,7967,756,1998-01-26,1,13.99
2210,2210,7974,757,1997-01-30,3,36.51
2211,2211,7974,757,1997-05-25,1,12.77
2212,2212,7974,757,1997-05-26,1,11.77
2213,2213,7974,757,1997-05-30,3,37.5
2214,2214,7982,758,1997-01-30,1,21.97
2215,2215,8001,759,1997-01-30,2,23.54
2216,2216,5413,760,1997-01-31,6,68.44
2217,2217,5413,760,1997-02-27,4,58.66
2218,2218,5413,760,1997-04-05,5,75.21
2219,2219,8008,761,1997-01-31,5,110.84
2220,2220,8008,761,1997-02-16,6,78.01
2221,2221,8008,761,1997-03-05,7,92.38
2222,2222,8008,761,1997-04-28,7,107.39
2223,2223,8008,761,1997-07-04,5,76.84
2224,2224,8008,761,1997-09-30,6,93.44
2225,2225,8008,761,1997-11-10,9,122.91
2226,2226,8008,761,1997-12-07,4,54.96
2227,2227,8021,762,1997-01-31,1,14.99
2228,2228,8021,762,1997-02-27,2,25.94
2229,2229,8021,762,1997-03-15,1,19.77
2230,2230,8021,762,1997-03-29,1,12.49
2231,2231,8021,762,1997-07-12,1,13.97
2232,2232,8021,762,1997-12-07,2,22.98
2233,2233,8021,762,1998-02-18,1,34.98
2234,2234,8022,763,1997-01-31,4,72.46
2235,2235,8022,763,1997-12-31,9,116.41
2236,2236,8022,763,1998-06-30,10,200.57
2237,2237,8039,764,1997-01-31,1,88.7
2238,2238,8060,765,1997-01-31,3,45.28
2239,2239,8076,766,1997-01-31,1,8.97
2240,2240,8092,767,1997-01-31,1,15.99
2241,2241,8092,767,1997-11-11,1,2.99
2242,2242,8092,767,1998-06-26,1,12.58
2243,2243,8111,768,1997-01-31,5,76.8
2244,2244,8135,769,1997-01-31,1,14.97
2245,2245,8143,770,1997-01-31,2,30.72
2246,2246,8143,770,1997-02-26,2,27.94
2247,2247,8157,771,1997-01-31,2,26.73
2248,2248,8173,772,1997-01-31,1,16.96
2249,2249,8194,773,1997-01-31,1,11.77
2250,2250,8208,774,1997-01-31,5,104.29
2251,2251,8220,775,1997-01-31,1,11.77
2252,2252,8220,775,1997-05-23,1,15.36
2253,2253,8220,775,1997-11-21,2,26.48
2254,2254,8221,776,1997-01-31,1,13.97
2255,2255,8221,776,1997-02-02,2,24.98
2256,2256,8222,777,1997-01-31,1,12.49
2257,2257,8222,777,1997-02-19,1,6.79
2258,2258,8222,777,1997-02-25,1,22.99
2259,2259,8222,777,1997-04-06,1,6.79
2260,2260,8228,778,1997-01-31,3,46.08
2261,2261,8228,778,1997-04-02,2,28.34
2262,2262,8235,779,1997-01-31,1,9.98
2263,2263,8249,780,1997-01-31,1,14.96
2264,2264,8268,781,1997-01-31,1,11.77
2265,2265,60,782,1997-02-01,2,21.75
2266,2266,7854,783,1997-02-01,1,12.97
2267,2267,7854,783,1997-02-08,3,46.93
2268,2268,7854,783,1997-03-14,4,52.67
2269,2269,7854,783,1997-04-04,1,14.96
2270,2270,7854,783,1997-05-07,2,70.76
2271,2271,7854,783,1997-05-07,2,35.34
2272,2272,7854,783,1997-09-04,3,38.5
2273,2273,7854,783,1997-09-19,2,22.98
2274,2274,7854,783,1997-10-24,2,25.98
2275,2275,7854,783,1997-11-09,1,12.99
2276,2276,7854,783,1997-12-20,8,131.42
2277,2277,7854,783,1997-12-25,4,56.96
2278,2278,7854,783,1998-02-07,2,22.48
2279,2279,7854,783,1998-04-08,1,30.49
2280,2280,7887,784,1997-02-01,3,43.73
2281,2281,7887,784,1997-02-11,3,38.9
2282,2282,7887,784,1997-07-30,3,35.33
2283,2283,8290,785,1997-02-01,1,8.97
2284,2284,8307,786,1997-02-01,1,4.79
2285,2285,8326,787,1997-02-01,3,66.26
2286,2286,8343,788,1997-02-01,2,31.35
2287,2287,8364,789,1997-02-01,1,14.37
2288,2288,8377,790,1997-02-01,2,117.74
2289,2289,8391,791,1997-02-01,1,12.49
2290,2290,8391,791,1998-02-13,1,22.49
2291,2291,8391,791,1998-05-16,1,9.49
2292,2292,8405,792,1997-02-01,4,55.26
2293,2293,8405,792,1998-02-19,3,22.47
2294,2294,8405,792,1998-04-20,4,51.35
2295,2295,8405,792,1998-04-24,1,6.28
2296,2296,8408,793,1997-02-01,4,48.67
2297,2297,8408,793,1997-02-16,4,50.3
2298,2298,8419,794,1997-02-01,1,9.78
2299,2299,8419,794,1997-02-08,1,9.98
2300,2300,8419,794,1997-03-04,1,9.98
2301,2301,8419,794,1997-03-21,2,23.36
2302,2302,8419,794,1997-05-20,2,13.58
2303,2303,8419,794,1997-06-06,1,10.98
2304,2304,8419,794,1997-09-05,1,12.97
2305,2305,8429,795,1997-02-01,1,38.99
2306,2306,8443,796,1997-02-01,3,80.3
2307,2307,8443,796,1997-03-14,1,32.37
2308,2308,8444,797,1997-02-01,1,19.77
2309,2309,8450,798,1997-02-01,8,89.2
2310,2310,8450,798,1997-03-15,5,65.63
2311,2311,8450,798,1997-03-30,13,189.0
2312,2312,8450,798,1998-03-15,2,24.98
2313,2313,8463,799,1997-02-01,2,25.74
2314,2314,8463,799,1998-05-18,2,23.76
2315,2315,8479,800,1997-02-01,1,11.77
2316,2316,8481,801,1997-02-01,10,147.07
2317,2317,8481,801,1997-03-09,4,63.84
2318,2318,8481,801,1997-05-09,11,157.86
2319,2319,8481,801,1997-05-30,6,87.22
2320,2320,8481,801,1997-07-07,7,104.94
2321,2321,8481,801,1997-07-18,9,160.87
2322,2322,8481,801,1997-09-04,10,144.69
2323,2323,8481,801,1997-09-04,1,14.96
2324,2324,8481,801,1997-09-25,10,137.9
2325,2325,8481,801,1997-11-06,9,120.41
2326,2326,8481,801,1998-03-21,15,201.55
2327,2327,8481,801,1998-04-07,8,107.43
2328,2328,8481,801,1998-05-05,6,76.8
2329,2329,8502,802,1997-02-01,1,14.37
2330,2330,8516,803,1997-02-01,1,16.76
2331,2331,8527,804,1997-02-01,1,15.96
2332,2332,8538,805,1997-02-01,2,25.75
2333,2333,8538,805,1997-04-24,2,24.69
2334,2334,8538,805,1997-06-26,2,40.14
2335,2335,8538,805,1998-01-17,1,17.99
2336,2336,8542,806,1997-02-01,2,23.54
2337,2337,8560,807,1997-02-01,2,27.85
2338,2338,8573,808,1997-02-01,1,32.97
2339,2339,8592,809,1997-02-01,2,26.67
2340,2340,8601,810,1997-02-01,5,62.25
2341,2341,8601,810,1997-03-13,4,49.88
2342,2342,8601,810,1997-05-01,3,43.7
2343,2343,8601,810,1998-01-15,4,56.96
2344,2344,8601,810,1998-02-12,1,11.49
2345,2345,8601,810,1998-03-03,1,11.88
2346,2346,8601,810,1998-03-30,2,28.48
2347,2347,8601,810,1998-06-08,2,28.98
2348,2348,8601,810,1998-06-28,1,12.99
2349,2349,3567,811,1997-02-02,13,179.21
2350,2350,4979,812,1997-02-02,2,11.58
2351,2351,4979,812,1997-03-25,1,19.99
2352,2352,4979,812,1997-11-24,1,12.99
2353,2353,8496,813,1997-02-02,2,42.98
2354,2354,8496,813,1997-02-05,2,40.98
2355,2355,8496,813,1997-03-12,1,14.99
2356,2356,8496,813,1997-04-04,2,26.74
2357,2357,8496,813,1997-04-10,2,28.33
2358,2358,8496,813,1997-04-26,3,57.34
2359,2359,8496,813,1997-05-08,2,25.74
2360,2360,8496,813,1997-05-09,1,11.97
2361,2361,8496,813,1997-06-06,2,47.7
2362,2362,8496,813,1997-06-30,2,23.54
2363,2363,8496,813,1997-07-10,1,14.37
2364,2364,8496,813,1997-07-16,2,32.01
2365,2365,8496,813,1997-07-28,2,35.37
2366,2366,8496,813,1997-09-27,1,12.99
2367,2367,8496,813,1997-10-18,2,30.48
2368,2368,8496,813,1997-11-03,2,41.98
2369,2369,8496,813,1997-11-11,2,25.48
2370,2370,8496,813,1997-12-22,1,71.49
2371,2371,8496,813,1998-01-03,2,25.48
2372,2372,8496,813,1998-01-07,3,53.97
2373,2373,8496,813,1998-01-14,2,27.48
2374,2374,8496,813,1998-02-08,3,38.97
2375,2375,8496,813,1998-03-09,2,24.98
2376,2376,8496,813,1998-03-26,1,23.99
2377,2377,8496,813,1998-03-29,2,18.98
2378,2378,8496,813,1998-04-02,4,49.96
2379,2379,8496,813,1998-04-08,3,34.97
2380,2380,8496,813,1998-04-24,1,17.99
2381,2381,8496,813,1998-05-01,4,57.96
2382,2382,8496,813,1998-05-20,2,27.98
2383,2383,8496,813,1998-06-04,3,46.97
2384,2384,8496,813,1998-06-12,4,52.96
2385,2385,8496,813,1998-06-20,2,25.48
2386,2386,8500,814,1997-02-02,2,57.14
2387,2387,8500,814,1997-02-08,4,52.89
2388,2388,8500,814,1997-02-08,1,11.77
2389,2389,8500,814,1997-02-13,1,22.3
2390,2390,8500,814,1997-02-13,1,11.77
2391,2391,8500,814,1997-02-14,1,12.97
2392,2392,8500,814,1997-02-27,1,6.77
2393,2393,8500,814,1997-02-27,1,12.77
2394,2394,8500,814,1997-03-02,1,11.77
2395,2395,8500,814,1997-03-06,1,12.97
2396,2396,8500,814,1997-03-13,2,23.74
2397,2397,8500,814,1997-03-13,1,11.77
2398,2398,8613,815,1997-02-02,2,29.67
2399,2399,8628,816,1997-02-02,1,14.37
2400,2400,8666,817,1997-02-02,2,23.74
2401,2401,8666,817,1997-02-25,3,39.71
2402,2402,8666,817,1997-03-19,3,38.51
2403,2403,8666,817,1997-09-14,3,40.97
2404,2404,8678,818,1997-02-02,4,68.51
2405,2405,8686,819,1997-02-02,1,15.36
2406,2406,8686,819,1997-07-07,1,11.77
2407,2407,8693,820,1997-02-02,1,12.97
2408,2408,8699,821,1997-02-02,5,52.46
2409,2409,8699,821,1997-03-07,5,66.63
2410,2410,8700,822,1997-02-02,1,11.77
2411,2411,8700,822,1997-06-20,1,14.96
2412,2412,8718,823,1997-02-02,6,76.6
2413,2413,8718,823,1997-02-04,3,40.7
2414,2414,8718,823,1997-02-08,3,43.7
2415,2415,8720,824,1997-02-02,1,22.0
2416,2416,8742,825,1997-02-02,3,45.53
2417,2417,8757,826,1997-02-02,4,58.53
2418,2418,8769,827,1997-02-02,1,19.99
2419,2419,8769,827,1997-04-01,1,13.97
2420,2420,8776,828,1997-02-02,1,12.49
2421,2421,8791,829,1997-02-02,4,33.7
2422,2422,8811,830,1997-02-02,1,10.99
